Episode,HouseholdID,Total Reward,Selected Encryption Ratio,Average Attack Duration,Average ASR Mean,Sum Remaining Entropy,Average Memory MiB,Summation Error,Deviation Error,Encryption Time,Decryption Time,Summation Operations Time,Deviation Operations Time
6459,e363b1f3-f503-48b4-b87c-98fe07632c02.csv,-2.125295,0.5,0.00014911052827026872,0.9954954954954952,-0.0018967869398388267,0.7252747252747254,1.3664245307904223e-08,4.207785350762209e-15,0.0,0.0,0.14117394630296473,0.26542645115380703
6460,e14e44b0-1b85-4343-a618-61e92984adfd.csv,-0.20747988,0.9,1.0000000000000004,0.0,0.03728899461404606,0.5384615384615383,1.5986695829375255e-05,5.721591334387609e-13,0.4263831829796846,0.0,0.188116872212997,0.21721330413004705
6461,60db3556-743a-4cc2-975a-4ff4c9ad1a55.csv,-1.4503882,0.1,0.01770567977488524,0.9978378378378377,0.014844378782437138,0.3296703296703296,2.817208560114837e-06,3.422520385505713e-13,0.0,0.0,0.1292796238595444,0.0
6462,c5c103dc-1812-474c-8d40-03e844585f5b.csv,-2.2105637,0.1,0.01770567977488524,0.9978378378378377,0.09374343955075104,0.3296703296703296,2.5583816578425282e-05,2.1661259960427557e-12,0.0,0.0,0.4228688172845495,0.3876643840047317
6463,c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,-1.4719456,0.1,0.01770567977488524,0.9978378378378377,0.028278366812997068,0.3296703296703296,8.018411113733631e-07,3.650442171173295e-10,0.0,0.0,0.13740507864246135,0.0
6464,9bb98e59-e609-45db-a659-030dd644968f.csv,-1.3918144,0.1,0.01770567977488524,0.9978378378378377,0.08553742796375502,0.3296703296703296,1.552330756341136e-05,5.246312862218299e-13,0.0,0.0,0.0,0.0
6465,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,0.45211822,0.9,1.0000000000000004,0.0,0.009854962495517471,0.5384615384615383,3.3314118710363165e-06,8.443049434369775e-14,0.0,0.0,0.0,0.19956195070559207
6466,9cbc1567-3633-4ec7-baa4-912a08e1cb88.csv,-1.3766592,0.1,0.01770567977488524,0.9978378378378377,0.07038341233538267,0.3296703296703296,1.4443632838532446e-05,8.084946872835517e-13,0.0,0.0,0.0,0.0
6467,fc15a343-5276-4ce0-be8c-34087ae69070.csv,-1.4099414,0.1,0.01770567977488524,0.9978378378378377,0.10365445757106947,0.3296703296703296,2.5674808853823152e-05,5.228067185008349e-13,0.0,0.0,0.0,0.0
6468,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-1.330684,0.1,0.01770567977488524,0.9978378378378377,0.024415267016874315,0.3296703296703296,7.296398914691974e-06,0.0,0.0,0.0,0.0,0.0
6469,9bb98e59-e609-45db-a659-030dd644968f.csv,-1.8159543,0.7,0.026876499138208998,0.9594594594594591,0.08553742796375505,0.10989010989010994,8.079900216676837e-06,5.823130242207004e-13,0.30832380387672415,0.0,0.19971267048528837,0.1852745201327086
6470,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-1.2835296,0.7,0.026876499138208998,0.9594594594594591,0.06130605096775787,0.10989010989010994,8.372050480065512e-06,6.692640541289561e-13,0.0,0.0,0.0,0.18511741384568467
6471,2cf06c46-efd4-4c3c-8318-e504fc17ad08.csv,-1.2801404,0.7,0.026876499138208998,0.9594594594594591,0.057911318127221806,0.10989010989010994,4.676886975315332e-06,4.1129254721822963e-13,0.0,0.0,0.0,0.1851266553919802
6472,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-1.5552542,0.7,0.026876499138208998,0.9594594594594591,0.04256095356413488,0.10989010989010994,6.167757623464355e-06,3.301847125779211e-13,0.2844648680699674,0.0,0.0,0.19112441893777668
6473,85653d39-0e18-411e-abcd-689056140d21.csv,-1.7197257,0.7,0.026876499138208998,0.9594594594594591,0.10203438171737664,0.10989010989010994,1.2088598347317926e-05,9.845511656364128e-13,0.3026696596219276,0.0,0.0,0.27791178019906293
6474,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-1.5552542,0.7,0.026876499138208998,0.9594594594594591,0.04256095356413488,0.10989010989010994,6.167757623464355e-06,3.301847125779211e-13,0.2844648680699674,0.0,0.0,0.19112441893777668
6475,e14e44b0-1b85-4343-a618-61e92984adfd.csv,-1.1182795,0.7,0.026876499138208998,0.9594594594594591,0.08117338299794827,0.10989010989010994,8.34832833528739e-06,5.984062661868273e-13,0.0,0.0,0.0,0.0
6476,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-1.2327702,0.7,0.026876499138208998,0.9594594594594591,0.10212214299674494,0.10989010989010994,9.61886755848614e-06,5.114558523477668e-13,0.0,0.0,0.09354068324719668,0.0
6477,77852396-f4a2-4d47-a864-8723417d9591.csv,-1.9519376,0.7,0.026876499138208998,0.9594594594594591,0.008521782015176295,0.10989010989010994,8.650699599290084e-07,8.801199357502622e-13,0.721125746474101,0.0,0.0,0.18519134621604888
6478,09967234-a409-420a-bc5a-1474bb4790f3.csv,-1.7784878,0.7,0.026876499138208998,0.9594594594594591,0.10558621000437887,0.10989010989010994,1.6179227583072622e-05,1.6327646511458367e-12,0.35794050795533155,0.0,0.0,0.27784708937499425
6479,9ea6de13-dd18-4319-8b26-c0c1db8b9449.csv,-1.4512291,0.7,0.026876499138208998,0.9594594594594591,0.10971966439578634,0.10989010989010994,1.5925170480843415e-05,1.5956879102327889e-12,0.11928762017703612,0.0,0.0,0.18510817229938914
6480,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-1.6730189,0.7,0.026876499138208998,0.9594594594594591,0.10340184458413879,0.10989010989010994,1.3277587034895668e-05,1.4621842031010605e-12,0.5325060353225192,0.0,0.0,0.0
6481,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,-1.265148,0.7,0.026876499138208998,0.9594594594594591,0.04292176831085045,0.10989010989010994,1.8239230358457358e-06,1.0389838529436366e-13,0.0,0.0,0.0,0.1851266553919802
6482,85653d39-0e18-411e-abcd-689056140d21.csv,-1.7197257,0.7,0.026876499138208998,0.9594594594594591,0.10203438171737664,0.10989010989010994,1.2088598347317926e-05,9.845511656364128e-13,0.3026696596219276,0.0,0.0,0.27791178019906293
6483,9bb98e59-e609-45db-a659-030dd644968f.csv,-1.8159543,0.7,0.026876499138208998,0.9594594594594591,0.08553742796375505,0.10989010989010994,8.079900216676837e-06,5.823130242207004e-13,0.30832380387672415,0.0,0.19971267048528837,0.1852745201327086
6484,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-1.2327702,0.7,0.026876499138208998,0.9594594594594591,0.10212214299674494,0.10989010989010994,9.61886755848614e-06,5.114558523477668e-13,0.0,0.0,0.09354068324719668,0.0
6485,9bb98e59-e609-45db-a659-030dd644968f.csv,-1.8033408,0.3,0.00573865570292853,0.9999999999999999,0.08553742796375505,0.5824175824175826,7.993166691456278e-06,6.53903379838112e-13,0.14226419889034772,0.0,0.0,0.0
6486,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-1.8036213,0.3,0.00573865570292853,0.9999999999999999,0.08624755489321814,0.5824175824175826,8.937141325001527e-06,1.1336367609283586e-12,0.1418336086287465,0.0,0.0,0.0
6487,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-2.0122654,0.3,0.00573865570292853,0.9999999999999999,0.024415267016874315,0.5824175824175826,7.296398914691974e-06,0.0,0.17346434571456806,0.0,0.23884732354422822,0.0
6488,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-1.8036213,0.3,0.00573865570292853,0.9999999999999999,0.08624755489321814,0.5824175824175826,8.937141325001527e-06,1.1336367609283586e-12,0.1418336086287465,0.0,0.0,0.0
6489,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-1.6776658,0.3,0.00573865570292853,0.9999999999999999,0.10212214299674494,0.5824175824175826,1.2548271533269733e-05,4.787055259235248e-13,0.0,0.0,0.0,0.0
6490,70879f4e-5141-4cd6-8fc2-ba54fc7e58a5.csv,-1.8241937,0.3,0.00573865570292853,0.9999999999999999,0.10642516612965705,0.5824175824175826,1.5489744987511822e-05,2.3924879831730506e-12,0.14222184574986235,0.0,0.0,0.0
6491,2cf06c46-efd4-4c3c-8318-e504fc17ad08.csv,-1.775403,0.3,0.00573865570292853,0.9999999999999999,0.057911318127221806,0.5824175824175826,6.84982818132412e-06,4.0044480697019235e-13,0.14195360919345504,0.0,0.0,0.0
6492,c7f6914b-107e-4a21-b72f-24b473c3e8ec.csv,-1.7978476,0.3,0.00573865570292853,0.9999999999999999,0.08230713456968472,0.5824175824175826,1.0826177933129244e-05,7.388797299093893e-13,0.0,0.0,0.13999850737914435,0.0
6493,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-0.42040816,0.9,1.0000000000000004,0.0,0.03597020252534897,0.5384615384615383,1.4905353848883212e-05,5.09882092331669e-13,0.7208716276311888,0.0,0.0,0.325089874037724
6494,8b16208d-a25d-4554-abfe-6ab4363c7388.csv,-1.2441058,0.2,0.017611196178711985,0.9708108108108106,0.07290389998014651,0.0,1.0505738695056253e-05,6.365209547489934e-13,0.2215139835952169,0.0,0.0,0.0
6495,008cfa1c-5152-4b76-a837-b4b799f65dde.csv,-1.437989,0.2,0.017611196178711985,0.9708108108108106,0.0693816729986256,0.0,1.0686490926700874e-05,6.071282729808076e-13,0.0,0.0,0.0,0.41891929357620117
6496,008cfa1c-5152-4b76-a837-b4b799f65dde.csv,-1.437989,0.2,0.017611196178711985,0.9708108108108106,0.0693816729986256,0.0,1.0686490926700874e-05,6.071282729808076e-13,0.0,0.0,0.0,0.41891929357620117
6497,364b9911-6859-464e-a5e3-41149f8e2986.csv,0.12488747,0.9,1.0000000000000004,0.0,0.04277884553801271,0.5384615384615383,3.45325380794539e-05,2.5655033331642587e-12,0.4938376180593791,0.0,0.0,0.0
6498,9ea6de13-dd18-4319-8b26-c0c1db8b9449.csv,-0.3094203,0.9,1.0000000000000004,0.0,0.05352468269144245,0.5384615384615383,3.111705666728934e-05,1.4945567808650807e-12,0.496830573320345,0.0,0.18842472526447376,0.23214764294361734
6499,8ecccc9e-ee7e-4942-a666-1af0c4a7c9cc.csv,0.08306924,0.9,1.0000000000000004,0.0,0.03991138984627141,0.5384615384615383,1.7749474085946162e-05,6.507506221943868e-13,0.14466421018451853,0.0,0.19755769912495103,0.19631816795586238
6500,77852396-f4a2-4d47-a864-8723417d9591.csv,-0.76267606,0.9,1.0000000000000004,0.0,8.050116970816958e-05,0.5384615384615383,8.801477478549717e-07,6.846324507755255e-13,0.7449352702836248,0.0,0.16383379666772394,0.5153640707163123
6501,2c6c0f07-5a00-4a34-9bfd-30beee6d57c2.csv,-1.0635462,0.4,0.0,0.9663063063063057,0.08624755489321814,0.01098901098901095,3.2921226351364107e-06,1.047201442338692e-12,0.0,0.0,0.0,0.0
6502,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-0.43438712,0.9,1.0000000000000004,0.0,0.022032934776802283,0.5384615384615383,7.94465318389272e-06,2.916859427372949e-13,0.8876582948625641,0.0,0.0,0.1862263994011478
6503,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-0.43438712,0.9,1.0000000000000004,0.0,0.022032934776802283,0.5384615384615383,7.94465318389272e-06,2.916859427372949e-13,0.8876582948625641,0.0,0.0,0.1862263994011478
6504,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-0.25330976,0.9,1.0000000000000004,0.0,0.058833311307325505,0.5384615384615383,3.795514157167816e-05,1.92939193957881e-12,0.4629762963590417,0.0,0.18797693900778029,0.20502370456624802
6505,85653d39-0e18-411e-abcd-689056140d21.csv,0.19421875,0.9,1.0000000000000004,0.0,0.04730672833670824,0.5384615384615383,2.404696955030748e-05,9.72695243501068e-13,0.0,0.0,0.18829412093960485,0.23169480717513655
6506,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-0.9300523,0.9,1.0000000000000004,0.0,0.03044655338206312,0.5384615384615383,1.1400348071143833e-05,3.806636479039032e-13,0.7094433385568873,0.0,0.8516894602309831,0.0
6507,f5a28746-11f7-423f-9ae0-204a9b6d50ac.csv,0.024315855,0.9,1.0000000000000004,0.0,0.022295463601852476,0.5384615384615383,1.2667933352608933e-05,5.814354571897317e-13,0.4270961275111883,0.0,0.18781834804186803,0.0
6508,9dae6241-7566-4dbd-b397-13a64fcc6e6c.csv,-0.20924109,0.9,1.0000000000000004,0.0,0.05412405999166911,0.5384615384615383,2.874783238316041e-05,8.588847162517296e-13,0.6106264029477786,0.0,0.20600033583969252,0.0
6509,e158012f-5c69-4a20-9a41-f7acde0e0ddd.csv,-1.2454889,0.6,0.015327205431914681,0.9618018018018014,0.06030557477982578,0.2417582417582418,1.5852083078607626e-05,2.629932875010903e-13,0.0,0.0,0.0,0.0
6510,9dae6241-7566-4dbd-b397-13a64fcc6e6c.csv,-1.3062514,0.6,0.015327205431914681,0.9618018018018014,0.1210788334081887,0.2417582417582418,5.123348974508785e-06,9.43816230403442e-13,0.0,0.0,0.0,0.0
6511,77852396-f4a2-4d47-a864-8723417d9591.csv,-1.0646809,0.2,0.017611196178711985,0.9708108108108106,0.008521782015176295,0.0,7.126248252918387e-07,3.074296086214181e-12,0.0,0.0,0.0,0.1064810964170525
6512,9094d2a3-390e-4e13-b576-5187befcf2a9.csv,-1.2920897,0.6,0.015327205431914681,0.9618018018018014,0.10691631530456355,0.2417582417582418,5.9949429773628625e-06,9.716231459698198e-13,0.0,0.0,0.0,0.0
6513,16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,-1.1873798,0.6,0.015327205431914681,0.9618018018018014,0.00221198211997738,0.2417582417582418,4.0168169396511557e-07,2.145460972121865e-13,0.0,0.0,0.0,0.0
6514,c996d9cf-7826-4154-b141-e3e5e5a7b4aa.csv,-1.7146688,0.6,0.015327205431914681,0.9618018018018014,0.02827836681299706,0.2417582417582418,7.760874521221906e-06,6.343475253815868e-11,0.0,0.0,0.0,0.5012152633378617
6515,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-1.462781,0.6,0.015327205431914681,0.9618018018018014,0.050212387689021754,0.2417582417582418,6.3971864746535e-08,1.4212339322403392e-13,0.22740107012268293,0.0,0.0,0.0
6516,16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,-1.1873798,0.6,0.015327205431914681,0.9618018018018014,0.00221198211997738,0.2417582417582418,4.0168169396511557e-07,2.145460972121865e-13,0.0,0.0,0.0,0.0
6517,0f19a0e2-0ac9-4039-a80f-50db5d2de392.csv,-1.5554188,0.6,0.015327205431914681,0.9618018018018014,0.04256095356413488,0.2417582417582418,4.246535737408887e-06,3.410099427628079e-13,0.3276862479352844,0.0,0.0,0.0
6518,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,-2.2099211,0.6,0.015327205431914681,0.9618018018018014,0.04292176831085045,0.2417582417582418,9.454244210451664e-07,1.0337896118667183e-13,0.0,0.0,0.0,0.9818311199829955
6519,f12f91f7-81ca-4b7c-a5e8-3b81c4e5720b.csv,-1.2819902,0.6,0.015327205431914681,0.9618018018018014,0.09681871318503912,0.2417582417582418,4.090556746226569e-06,9.067186761759572e-13,0.0,0.0,0.0,0.0
6520,10595ac6-509a-49eb-8e4b-6c454977e095.csv,-1.4203361,0.6,0.015327205431914681,0.9618018018018014,0.05662136274348389,0.2417582417582418,7.014614631680352e-07,1.435617756162944e-13,0.1785467225728121,0.0,0.0,0.0
6521,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.3029007,0.6,0.015327205431914681,0.9618018018018014,0.11772267813945195,0.2417582417582418,1.0637071302038213e-05,1.975992762302873e-12,0.0,0.0,0.0,0.0
6522,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-1.3491772,0.6,0.015327205431914681,0.9618018018018014,0.08849509932650942,0.2417582417582418,6.130643068696532e-06,1.8299935774817947e-12,0.07550859062866178,0.0,0.0,0.0
6523,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-1.8717928,0.6,0.015327205431914681,0.9618018018018014,0.024415267016874315,0.2417582417582418,4.619421031170731e-06,3.581440919662797e-13,0.662205469202208,0.0,0.0,0.0
6524,3fc0af02-ec0a-4572-9824-2b11c6990e4a.csv,-2.2191584,0.6,0.015327205431914681,0.9618018018018014,0.03399633234791666,0.2417582417582418,0.9999946086034758,2.0110299457664907e-13,0.0,0.0,0.0,0.0
6525,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,-2.2099211,0.6,0.015327205431914681,0.9618018018018014,0.04292176831085045,0.2417582417582418,9.454244210451664e-07,1.0337896118667183e-13,0.0,0.0,0.0,0.9818311199829955
6526,1e8c8712-0046-428d-864f-14d2357fb1d5.csv,-2.268818,0.6,0.015327205431914681,0.9618018018018014,0.028600407444832353,0.2417582417582418,2.8964938032236783e-06,1.137671035814171e-13,0.08520745979981083,0.0,0.9698397298356252,0.0
6527,2aa6ee4b-eadb-4d51-9737-8cf5de22210a.csv,-2.06309,0.6,0.015327205431914681,0.9618018018018014,0.08485346523272383,0.2417582417582418,5.5108227530007705e-06,5.884225517279145e-13,0.647537164880776,0.0,0.0,0.14552662951565057
6528,58c609ee-7ae8-4fbe-8083-d917fa3e8246.csv,-2.2099211,0.6,0.015327205431914681,0.9618018018018014,0.04292176831085045,0.2417582417582418,9.454244210451664e-07,1.0337896118667183e-13,0.0,0.0,0.0,0.9818311199829955
6529,60db3556-743a-4cc2-975a-4ff4c9ad1a55.csv,-1.2000163,0.6,0.015327205431914681,0.9618018018018014,0.014844378782437138,0.2417582417582418,4.427487314843581e-06,3.566309625739959e-13,0.0,0.0,0.0,0.0
6530,9bb98e59-e609-45db-a659-030dd644968f.csv,-1.2707088,0.6,0.015327205431914681,0.9618018018018014,0.08553742796375505,0.2417582417582418,4.005508598706683e-06,5.909281788272979e-13,0.0,0.0,0.0,0.0
6531,9cbc1567-3633-4ec7-baa4-912a08e1cb88.csv,-1.7876459,0.6,0.015327205431914681,0.9618018018018014,0.07038341233538267,0.2417582417582418,5.621441523907664e-06,8.520744294790729e-13,0.532089562774413,0.0,0.0,0.0
6532,70879f4e-5141-4cd6-8fc2-ba54fc7e58a5.csv,-1.3843417,0.2,0.017611196178711985,0.9708108108108106,0.10642516612965705,0.0,2.3495905397377657e-05,1.744062925993517e-12,0.09168749029407197,0.0,0.0,0.23652813588769672
6533,60db3556-743a-4cc2-975a-4ff4c9ad1a55.csv,-1.2000163,0.6,0.015327205431914681,0.9618018018018014,0.014844378782437138,0.2417582417582418,4.427487314843581e-06,3.566309625739959e-13,0.0,0.0,0.0,0.0
6534,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-2.2630436,0.6,0.015327205431914681,0.9618018018018014,0.10212214299674494,0.2417582417582418,3.89164592866039e-06,5.103337692953091e-13,0.0,0.0,0.0,0.9757501825205394
6535,c0e7463c-8ed6-49b3-b4fd-a69449d8cee5.csv,-1.4887469,0.6,0.015327205431914681,0.9618018018018014,0.07189341207942126,0.2417582417582418,2.849373903628493e-05,3.235379698056929e-11,0.23165756074146232,0.0,0.0,0.0
6536,9094d2a3-390e-4e13-b576-5187befcf2a9.csv,-1.2920897,0.6,0.015327205431914681,0.9618018018018014,0.10691631530456355,0.2417582417582418,5.9949429773628625e-06,9.716231459698198e-13,0.0,0.0,0.0,0.0
6537,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-1.8717928,0.6,0.015327205431914681,0.9618018018018014,0.024415267016874315,0.2417582417582418,4.619421031170731e-06,3.581440919662797e-13,0.662205469202208,0.0,0.0,0.0
6538,1fe45385-e790-4855-a2fe-7284313ec322.csv,-1.2524056,0.6,0.015327205431914681,0.9618018018018014,0.06723538420501521,0.2417582417582418,2.8742758129148804e-06,5.192175034633539e-13,0.0,0.0,0.0,0.0
6539,8ecccc9e-ee7e-4942-a666-1af0c4a7c9cc.csv,-1.4767123,0.6,0.015327205431914681,0.9618018018018014,0.09471831001022507,0.2417582417582418,4.509835233624884e-06,6.828957742285446e-13,0.19682210269224795,0.0,0.0,0.0
6540,6cecc5e4-b87f-4501-a1d6-66a501a752b7.csv,-1.462781,0.6,0.015327205431914681,0.9618018018018014,0.050212387689021754,0.2417582417582418,6.3971864746535e-08,1.4212339322403392e-13,0.22740107012268293,0.0,0.0,0.0
6541,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.3029007,0.6,0.015327205431914681,0.9618018018018014,0.11772267813945195,0.2417582417582418,1.0637071302038213e-05,1.975992762302873e-12,0.0,0.0,0.0,0.0
6542,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-1.3491772,0.6,0.015327205431914681,0.9618018018018014,0.08849509932650942,0.2417582417582418,6.130643068696532e-06,1.8299935774817947e-12,0.07550859062866178,0.0,0.0,0.0
6543,2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,-1.2796717,0.6,0.015327205431914681,0.9618018018018014,0.09449766643321422,0.2417582417582418,6.641729336740557e-06,1.9591965505904704e-12,0.0,0.0,0.0,0.0
6544,cad98ba0-ebb5-4f15-bc8f-09a617dd4d05.csv,-1.148994,0.6,0.015327205431914681,0.9618018018018014,0.06272776931232374,0.2417582417582418,1.5870277910588998e-06,2.174161179834249e-13,0.6210523343639264,0.7199551271999132,0.0,0.0
6545,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.3029007,0.6,0.015327205431914681,0.9618018018018014,0.11772267813945195,0.2417582417582418,1.0637071302038213e-05,1.975992762302873e-12,0.0,0.0,0.0,0.0
6546,99dbb947-1f56-4d7c-bdf1-3c756aed0f1e.csv,-1.3029007,0.6,0.015327205431914681,0.9618018018018014,0.11772267813945195,0.2417582417582418,1.0637071302038213e-05,1.975992762302873e-12,0.0,0.0,0.0,0.0
6547,16bb182d-cb73-4cb8-9002-8b18177eaaa7.csv,-1.5777438,0.3,0.00573865570292853,0.9999999999999999,0.00221198211997738,0.5824175824175826,5.447394560304185e-07,2.338076397770817e-13,0.0,0.0,0.0,0.0
6548,9bb98e59-e609-45db-a659-030dd644968f.csv,-1.8033408,0.3,0.00573865570292853,0.9999999999999999,0.08553742796375505,0.5824175824175826,7.993166691456278e-06,6.53903379838112e-13,0.14226419889034772,0.0,0.0,0.0
6549,85653d39-0e18-411e-abcd-689056140d21.csv,-2.2830045,0.3,0.00573865570292853,0.9999999999999999,0.10203438171737664,0.5824175824175826,1.412737986110864e-05,9.81435992307075e-13,0.1418689029124843,0.0,0.0,0.4635559621835926
6550,13c202b0-14dc-42da-b5ca-21d132cc23fc.csv,-2.7583807,0.3,0.00573865570292853,0.9999999999999999,0.08849509932650942,0.5824175824175826,1.1361058835243928e-05,2.223468908264741e-12,0.1418830206259794,0.0,0.9524600257477098,0.0
6551,2cf06c46-efd4-4c3c-8318-e504fc17ad08.csv,-1.775403,0.3,0.00573865570292853,0.9999999999999999,0.057911318127221806,0.5824175824175826,6.84982818132412e-06,4.0044480697019235e-13,0.14195360919345504,0.0,0.0,0.0
6552,2be3a38f-550e-4154-82d3-9b808d4b0bf6.csv,-1.6700426,0.3,0.00573865570292853,0.9999999999999999,0.09449766643321425,0.5824175824175826,1.3811688676408783e-05,2.1864628188219507e-12,0.0,0.0,0.0,0.0
6553,cd2a63c5-e1ab-4000-a286-9628f856af4b.csv,-1.647392,0.3,0.00573865570292853,0.9999999999999999,0.07185544331179941,0.5824175824175826,5.4541541917808735e-06,2.618141001557698e-12,0.0,0.0,0.0,0.0
6554,d1f0f31d-17e2-484a-9b09-6b7cfc568102.csv,-1.678948,0.3,0.00573865570292853,0.9999999999999999,0.10340184458413879,0.5824175824175826,1.5063580010490152e-05,1.7360401986708662e-12,0.0,0.0,0.0,0.0
6555,1c5830aa-89f2-4b25-8953-4d644a34bfdc.csv,-2.0122654,0.3,0.00573865570292853,0.9999999999999999,0.024415267016874315,0.5824175824175826,7.296398914691974e-06,0.0,0.17346434571456806,0.0,0.23884732354422822,0.0
6556,09967234-a409-420a-bc5a-1474bb4790f3.csv,-3.1638162,0.3,0.00573865570292853,0.9999999999999999,0.10558621000437884,0.5824175824175826,1.4388359697607474e-05,1.1626142407133924e-12,0.5478096367512317,0.0,0.0,0.9348748232554271
6557,93303633-fdc8-4139-907e-7388d1b92ed5.csv,-1.850459,0.3,0.00573865570292853,0.9999999999999999,0.06130605096775787,0.5824175824175826,3.3394400681951194e-06,7.187560445575608e-13,0.0,0.0,0.0,0.21361834262108736
6558,e363b1f3-f503-48b4-b87c-98fe07632c02.csv,-2.125295,0.5,0.00014911052827026872,0.9954954954954952,-0.0018967869398388267,0.7252747252747254,1.3664245307904223e-08,4.207785350762209e-15,0.0,0.0,0.14117394630296473,0.26542645115380703
6559,8ecccc9e-ee7e-4942-a666-1af0c4a7c9cc.csv,-2.042941,0.3,0.00573865570292853,0.9999999999999999,0.09471831001022507,0.5824175824175826,7.993710361621505e-06,8.745139066550341e-13,0.1418124320585038,0.0,0.23087113084687577,0.0
6560,1fe45385-e790-4855-a2fe-7284313ec322.csv,-1.7845922,0.3,0.00573865570292853,0.9999999999999999,0.06723538420501521,0.5824175824175826,6.0886717263811775e-06,5.967422817113915e-13,0.14181949091525137,0.0,0.0,0.0
6561,0d060044-7b49-4fb7-9ad1-bc0f959d88e1.csv,-1.4460958,0.7,0.026876499138208998,0.9594594594594591,0.11821672992010243,0.10989010989010994,3.3005404626431156e-05,6.759447293579634e-12,0.1415794897858343,0.0,0.14916879676101275,0.0
6562,9cbc1567-3633-4ec7-baa4-912a08e1cb88.csv,-1.4515762,0.7,0.026876499138208998,0.9594594594594591,0.07038341233538267,0.10989010989010994,8.342076127680524e-06,8.037048188804451e-13,0.15892310081459207,0.0,0.0,0.1851636215771623
6563,10595ac6-509a-49eb-8e4b-6c454977e095.csv,-1.2788666,0.7,0.026876499138208998,0.9594594594594591,0.05662136274348389,0.10989010989010994,2.4251860740397917e-06,1.4854318013684833e-13,0.0,0.0,0.0,0.18514513848457123
6564,456cd5f9-5efa-40bd-8bbf-0f569692c390.csv,-1.5595399,0.7,0.026876499138208998,0.9594594594594591,0.07262435340052811,0.10989010989010994,5.083044887570967e-06,3.196617042447166e-13,0.2645659508985925,0.0,0.0,0.18524679549382203
6565,d6b1a7de-ae5e-45e8-9a53-f58484c9fd2f.csv,-1.6005715,0.7,0.026876499138208998,0.9594594594594591,0.1166012416695425,0.10989010989010994,1.8666790755538364e-05,2.3763464913225164e-12,0.44685386754761197,0.0,0.0,0.0
6566,70879f4e-5141-4cd6-8fc2-ba54fc7e58a5.csv,-1.3286847,0.7,0.026876499138208998,0.9594594594594591,0.10642516612965702,0.10989010989010994,1.6631271263210184e-05,2.14655395051002e-12,0.0,0.0,0.0,0.18514513848457123
6567,f45ff6bf-08c4-450d-bbf3-5597f66c68ba.csv,-1.2327702,0.7,0.026876499138208998,0.9594594594594591,0.10212214299674494,0.10989010989010994,9.61886755848614e-06,5.114558523477668e-13,0.0,0.0,0.09354068324719668,0.0
6568,dbffe40c-8549-4d27-9b68-a3f1b580f28c.csv,-1.8549687,0.7,0.026876499138208998,0.9594594594594591,0.09844678738337903,0.10989010989010994,6.246626052669915e-06,1.1280636475301288e-12,0.29514491832902745,0.0,0.1868668022463944,0.23740608278577172
6569,60db3556-743a-4cc2-975a-4ff4c9ad1a55.csv,-1.2370455,0.7,0.026876499138208998,0.9594594594594591,0.014844378782437138,0.10989010989010994,4.427487314843581e-06,3.0812591908951e-13,0.0,0.0,0.0,0.1850989307530936
6570,e76658cf-88ea-4123-8715-0248909dd88b.csv,-2.217264,0.2,0.017611196178711985,0.9708108108108106,0.09739504221372663,0.0,1.5275629525522143e-05,3.930186331623768e-13,0.11887820648567758,0.0,0.9435509450155792,0.10774718825953959
